title,release_date,popularity,original_language,overview,genre_ids,adult,pathPoster
Hacker,2016-09-15,14.782,en,"Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank","[80, 18, 53]",False,./posters/Hacker_2016.jpg
Beirut,2018-04-11,8.867,en,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.","[28, 53, 18]",False,./posters/Beirut_2018.jpg
Colossal,2017-04-06,23.289,en,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,"[18, 14, 878]",False,./posters/Colossal_2017.jpg
Daddy's Home,2015-12-25,26.237,en,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",[35],False,./posters/Daddy's_Home_2015.jpg
The Crazies,2010-02-26,13.555,en,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,"[9648, 27, 28]",False,./posters/The_Crazies_2010.jpg
Hero,1992-10-02,9.49,en,"Bernie Laplante is having a rough time. He's divorced, his ex-wife hates him and has custody of their son, the cops are setting a trap for him, then to top it all, he loses a shoe whilst rescuing passengers of a crashed jet. Being a thief who is down on his luck, Bernie takes advantage of the crash, but then someone else claims credit for the rescue.","[35, 18]",False,./posters/Hero_1992.jpg
White Squall,1996-02-02,13.97,en,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.","[18, 12]",False,./posters/White_Squall_1996.jpg
Little Buddha,1993-12-01,13.012,en,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.","[18, 36]",False,./posters/Little_Buddha_1993.jpg
Austin Powers: The Spy Who Shagged Me,1999-06-08,33.644,en,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.","[12, 35, 80, 878]",False,./posters/Austin_Powers:_The_Spy_Who_Shagged_Me_1999.jpg
Christmas & Co.,2017-12-06,9.124,fr,"Christmas is on its way and with it disaster. The 92,000 responsible for manufacturing children's toys all become sick at the same time! It's a tough moment for Santa, better known as Father Christmas. He's left no choice: he must make an emergency trip to Earth with his reindeer to search for a remedy. When he arrives, he must find some allies to save the magic of Christmas.","[35, 14, 10751]",False,./posters/Christmas_&_Co._2017.jpg
Tomorrowland,2015-05-19,43.575,en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""","[12, 10751, 9648, 878]",False,./posters/Tomorrowland_2015.jpg
Snowtown,2011-05-19,6.836,en,"Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.","[80, 18]",False,./posters/Snowtown_2011.jpg
Always,1989-12-22,12.144,en,"Aerial firefighter Pete risks himself and his vintage World War II airplane in a constant and death-defying quest to fight forest wildfires, much to the dismay of his girlfriend, Dorinda. His love for Dorinda and the advice of fellow pilot Al convince Pete to give up his perilous career, but he flies one last mission. Pete heroically saves Al's plane from certain destruction, but with supernatural consequences.","[10749, 14, 18]",False,./posters/Always_1989.jpg
Ghosts of War,2020-07-03,13.487,en,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,"[27, 53, 10752, 878]",False,./posters/Ghosts_of_War_2020.jpg
Dear Evan Hansen,2021-09-24,14.196,en,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.",[18],False,./posters/Dear_Evan_Hansen_2021.jpg
The BFG,2016-06-01,33.208,en,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","[12, 10751, 14]",False,./posters/The_BFG_2016.jpg
Daybreakers,2010-01-06,18.54,en,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.","[28, 14, 878]",False,./posters/Daybreakers_2010.jpg
Mirrors,2008-08-15,19.038,en,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,"[27, 9648]",False,./posters/Mirrors_2008.jpg
Old Dads,2023-10-20,15.192,en,A cranky middle-aged dad and his two best friends find themselves out of step in a changing world of millennial CEOs and powerful preschool principals.,[35],False,./posters/Old_Dads_2023.jpg
Rachel Getting Married,2008-09-03,7.165,en,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,"[18, 10749]",False,./posters/Rachel_Getting_Married_2008.jpg
Death Wish II,1982-02-20,12.471,en,Paul Kersey is again a vigilante trying to find five punks who murdered his housekeeper and daughter in Los Angeles.,"[28, 80, 18]",False,./posters/Death_Wish_II_1982.jpg
Mercury Rising,1998-04-03,12.935,en,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.","[28, 80, 18, 53]",False,./posters/Mercury_Rising_1998.jpg
Knock at the Cabin,2023-02-01,30.102,en,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.","[27, 9648, 53]",False,./posters/Knock_at_the_Cabin_2023.jpg
Dead in a Week (Or Your Money Back),2018-09-12,7.527,en,"William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within a week (or his money back), William suddenly discovers reasons to live... However Leslie is under pressure from his boss to make sure the contract is completed.","[35, 28, 18]",False,./posters/Dead_in_a_Week_(Or_Your_Money_Back)_2018.jpg
A-X-L,2018-08-23,14.526,en,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,"[878, 28, 12, 10751]",False,./posters/A-X-L_2018.jpg
You Again,2010-09-23,11.555,en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.","[35, 10749]",False,./posters/You_Again_2010.jpg
Speed Racer,2008-05-07,16.945,en,"Speed Racer is a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, Speed must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities.","[10751, 28, 12, 35]",False,./posters/Speed_Racer_2008.jpg
Wet Hot American Summer,2001-07-27,9.577,en,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",[35],False,./posters/Wet_Hot_American_Summer_2001.jpg
Romeo Must Die,2000-03-22,18.46,en,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","[28, 80, 53]",False,./posters/Romeo_Must_Die_2000.jpg
X-Men Origins: Wolverine,2009-04-28,3.687,en,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","[12, 28, 878]",False,./posters/X-Men_Origins:_Wolverine_2009.jpg
The Devil's Candy,2016-12-15,9.898,en,A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas.,"[27, 9648]",False,./posters/The_Devil's_Candy_2016.jpg
Insidious: Chapter 3,2015-05-28,28.245,en,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.","[27, 53]",False,./posters/Insidious:_Chapter_3_2015.jpg
Upside Down,2012-09-27,13.735,en,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?","[10749, 878, 18, 14]",False,./posters/Upside_Down_2012.jpg
Extraordinary Measures,2010-01-21,8.401,en,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children are diagnosed with Pompe disease—a condition that prevents the body from breaking down sugar. With the support of his wife, John ditches his career and teams with unconventional specialist, Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of his children. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",[18],False,./posters/Extraordinary_Measures_2010.jpg
Look Who's Talking,1989-10-12,11.512,en,"Mollie is a single working mother who's out to find the perfect father for her child. Her baby, Mikey, prefers James, a cab driver turned babysitter who has what it takes to make them both happy. But Mollie won't even consider James. It's going to take all the tricks a baby can think of to bring them together before it's too late.","[35, 10749]",False,./posters/Look_Who's_Talking_1989.jpg
Mama,2013-01-17,28.422,en,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",[27],False,./posters/Mama_2013.jpg
The World Is Not Enough,1999-11-17,28.351,en,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","[12, 28, 53]",False,./posters/The_World_Is_Not_Enough_1999.jpg
Lifeforce,1985-06-21,18.925,en,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,"[27, 878]",False,./posters/Lifeforce_1985.jpg
Johnny English,2003-03-14,25.957,en,"A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems.","[12, 28, 35]",False,./posters/Johnny_English_2003.jpg
Your Place or Mine,2023-02-10,12.595,en,"When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.","[10749, 35]",False,./posters/Your_Place_or_Mine_2023.jpg
Murder Mystery,2019-05-25,26.42,en,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.","[28, 35, 9648]",False,./posters/Murder_Mystery_2019.jpg
Cake,2014-09-07,11.856,en,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",[18],False,./posters/Cake_2014.jpg
Escobar: Paradise Lost,2014-10-11,13.558,en,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.","[53, 10749]",False,./posters/Escobar:_Paradise_Lost_2014.jpg
Basilicata Coast to Coast,2010-04-09,4.614,it,A music group and a journalist cross the region of Basilicata by foot to attend a music festival.,"[35, 18]",False,./posters/Basilicata_Coast_to_Coast_2010.jpg
The House by the Cemetery,1981-08-14,12.173,it,"After a doctor kills his mistress and himself while researching the mysterious previous owner of his Boston home, his colleague, Dr. Norman Boyle, takes over his studies and moves his family into the Boston mansion. Soon after, Boyle's young son Bob becomes plagued by visions of a young girl, who warns him of the danger within the house.","[27, 9648]",False,./posters/The_House_by_the_Cemetery_1981.jpg
Pain & Gain,2013-04-18,35.146,en,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.","[28, 80, 35]",False,./posters/Pain_&_Gain_2013.jpg
A Boy and His Dog,1975-03-23,18.442,en,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.","[18, 878, 35]",False,./posters/A_Boy_and_His_Dog_1975.jpg
A Christmas Prince: The Royal Baby,2019-12-05,8.864,en,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty.","[10749, 10751, 10770]",False,./posters/A_Christmas_Prince:_The_Royal_Baby_2019.jpg
Europa Report,2013-06-27,10.439,en,A crew of international astronauts are sent on a private mission to Jupiter's fourth moon.,"[878, 53]",False,./posters/Europa_Report_2013.jpg
The Librarian: Quest for the Spear,2004-07-12,14.536,en,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.","[12, 28, 14]",False,./posters/The_Librarian:_Quest_for_the_Spear_2004.jpg
I ♥ Huckabees,2004-09-10,11.201,en,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.","[35, 10749]",False,./posters/I_♥_Huckabees_2004.jpg
Johnny English Strikes Again,2018-09-13,23.476,en,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.","[28, 12, 35]",False,./posters/Johnny_English_Strikes_Again_2018.jpg
The Invisible Boy,2014-12-18,9.946,it,"Michele is thirteen year old, shy, unpopular at school, and in love with Stella. After wearing a costume for a Halloween party, he finds out that he's invisible.","[35, 12, 878, 14]",False,./posters/The_Invisible_Boy_2014.jpg
Winter's Tale,2014-02-13,12.721,en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.","[18, 14, 9648, 10749]",False,./posters/Winter's_Tale_2014.jpg
Predators,2010-07-03,41.53,en,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,"[878, 28, 53]",False,./posters/Predators_2010.jpg
The Land Before Time II: The Great Valley Adventure,1994-12-12,12.67,en,"This time, while building a hideaway in their new home of the Great Valley, Littlefoot and the gang rescue a mysterious egg from two scheming egg-nappers and make a starling surprise - and new friend - when the egg hatches.","[16, 12, 10751]",False,./posters/The_Land_Before_Time_II:_The_Great_Valley_Adventure_1994.jpg
The Cell,2000-08-17,23.73,en,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,"[27, 878, 53]",False,./posters/The_Cell_2000.jpg
Clean,2022-01-28,10.79,en,"Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.","[80, 28, 18]",False,./posters/Clean_2022.jpg
Chernobyl: Abyss,2021-04-15,30.674,ru,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,"[18, 36, 12, 28, 14, 9648]",False,./posters/Chernobyl:_Abyss_2021.jpg
Alps,2011-09-01,7.265,el,"A nurse, a paramedic, a gymnast and her coach offer a service for hire wherein they stand in for dead people by appointment, hired by relatives, friends or colleagues of the deceased, to assist with the grieving process.",[18],False,./posters/Alps_2011.jpg
The Dead Pool,1988-07-13,15.432,en,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...","[28, 80, 53]",False,./posters/The_Dead_Pool_1988.jpg
Vacancy,2007-04-20,12.76,en,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.","[27, 53]",False,./posters/Vacancy_2007.jpg
Message in a Bottle,1999-02-22,14.996,en,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.","[10749, 18]",False,./posters/Message_in_a_Bottle_1999.jpg
Waiting...,2005-10-07,21.563,en,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.","[35, 10749]",False,./posters/Waiting..._2005.jpg
Cassandra's Dream,2007-10-31,6.33,en,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.","[80, 18, 53]",False,./posters/Cassandra's_Dream_2007.jpg
I Came By,2022-08-19,17.642,en,"A rebellious young graffiti artist, who targets the homes of the wealthy elite, discovers a shocking secret that leads him on a journey endangering himself and those closest to him.","[80, 53]",False,./posters/I_Came_By_2022.jpg
Creepshow 2,1987-05-01,10.928,en,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.","[27, 35]",False,./posters/Creepshow_2_1987.jpg
Our Little Secret,2024-11-27,29.763,en,"After discovering their significant others are siblings, two resentful exes must spend Christmas under one roof — while hiding their romantic history.","[10749, 35, 18]",False,./posters/Our_Little_Secret_2024.jpg
Assassination Nation,2018-09-21,9.192,en,"After an anonymous hacker begins leaking the private data of thousands living in a small American town, the townspeople spiral into madness, with four high school seniors at the center of the maelstrom.","[53, 27, 35]",False,./posters/Assassination_Nation_2018.jpg
Let's Go to the Country,2014-11-06,5.152,it,"Valentino and Salvo, unemployed and in search of fortune and recommendation, leave Palermo for Valentino’s home town, Monteforte, where they will try to survive the Italian crisis by opening some sort of hospice.",[35],False,./posters/Let's_Go_to_the_Country_2014.jpg
What a Girl Wants,2003-03-27,21.633,en,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.","[35, 10749, 18, 10751]",False,./posters/What_a_Girl_Wants_2003.jpg
Changing Lanes,2002-04-07,12.689,en,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.","[53, 28, 18]",False,./posters/Changing_Lanes_2002.jpg
Eiffel,2021-10-07,9.065,fr,"The French government is asking Gustave Eiffel to design something spectacular for the 1889 Paris World Fair, but he simply wants to design the subway—until he crosses paths with a mysterious woman from his past.","[10749, 18]",False,./posters/Eiffel_2021.jpg
Unknown Origins,2020-08-28,7.71,es,"In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store.","[18, 53]",False,./posters/Unknown_Origins_2020.jpg
How to Be Single,2016-02-08,17.636,en,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.","[35, 10749]",False,./posters/How_to_Be_Single_2016.jpg
Sightseers,2012-11-30,9.434,en,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.","[35, 80, 10749]",False,./posters/Sightseers_2012.jpg
Paper Man,2009-06-15,8.802,en,"A coming-of-middle-age comedy that chronicles the unlikely friendship between failed author Richard Dunne and a Long Island teen who teaches him a thing or two about growing up, all under the disapproving eye of his long-suffering wife and his imaginary Superhero friend.","[35, 18]",False,./posters/Paper_Man_2009.jpg
Death Race,2008-08-22,38.707,en,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.","[28, 53, 878]",False,./posters/Death_Race_2008.jpg
Very Bad Things,1998-09-11,14.485,en,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...","[35, 80, 53]",False,./posters/Very_Bad_Things_1998.jpg
Coyote Ugly,2000-07-30,21.058,en,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.","[35, 18, 10402, 10749]",False,./posters/Coyote_Ugly_2000.jpg
Malice,1993-09-29,13.965,en,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",[53],False,./posters/Malice_1993.jpg
The Bouncer,2018-08-22,11.55,fr,A tough nightclub bouncer struggling to raise his 8-year-old daughter is forced to go undercover after an unfortunate event.,"[28, 18, 53]",False,./posters/The_Bouncer_2018.jpg
"White as Milk, Red as Blood",2013-04-02,4.678,it,"Like all sixteen-year-olds, Leo prefers the company of friends, motorbike rides and music to school. None of the teachers seem to be able to arouse his interest until the arrival in his class of a young history and philosophy substitute who, with his modern methods, helps him see the world with different eyes. In love with Beatrice, the ethereal girl of his dreams, Leo divides the world by colours. Beatrice is the red of love but he is forced to confront his own beliefs and fears when he discovers that the girl is suffering from leukemia, a disease that he links to white, a symbol of emptiness and loss.","[18, 35]",False,"./posters/White_as_Milk,_Red_as_Blood_2013.jpg"
The Librarian: The Curse of the Judas Chalice,2008-10-25,13.929,en,"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.","[14, 12, 35]",False,./posters/The_Librarian:_The_Curse_of_the_Judas_Chalice_2008.jpg
Tremors 2: Aftershocks,1996-04-09,27.736,en,"Earl Bassett's celebrity after defeating the Graboid attack against the town of Perfection has proved short-lived, until he's recruited by a Mexican oil company whose workers have found more than they bargained for under the soil.","[28, 27, 35]",False,./posters/Tremors_2:_Aftershocks_1996.jpg
Rat Race,2001-08-17,17.628,en,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.","[12, 35]",False,./posters/Rat_Race_2001.jpg
Airplane Mode,2020-01-23,11.487,pt,"When Ana, an influencer, crashes her car while talking on the phone, she's shipped to her grumpy grandfather's farm -- and forced into a digital detox.","[35, 18, 10749]",False,./posters/Airplane_Mode_2020.jpg
The Ruthless,2019-04-08,10.706,it,"Milan, Italy, 1967. Santo Russo, a boy of Calabrian origin, arrives north with his parents and younger brother to find better living conditions. Due to an absurd misunderstanding and his father's contempt, Santo ends up in prison, where he gets a “true education.” In 1978, he and his friends Slim and Mario embark on a 15-year criminal career, a successful and ruthless spiral of robberies, kidnappings, murders and heroin smuggling.","[80, 18]",False,./posters/The_Ruthless_2019.jpg
The Losers,2010-04-23,19.384,en,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.","[28, 12, 80, 9648, 53]",False,./posters/The_Losers_2010.jpg
The Jack in the Box: Awakening,2022-02-24,17.032,en,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",[27],False,./posters/The_Jack_in_the_Box:_Awakening_2022.jpg
Hatching,2022-03-04,13.303,fi,"12 year old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief.","[27, 14, 18]",False,./posters/Hatching_2022.jpg
Message from the King,2017-05-10,11.934,en,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.","[28, 9648, 53]",False,./posters/Message_from_the_King_2017.jpg
Hope Springs,2012-08-07,10.384,en,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.","[18, 35, 10749]",False,./posters/Hope_Springs_2012.jpg
Killer Elite,2011-09-22,16.787,en,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.","[28, 12, 53]",False,./posters/Killer_Elite_2011.jpg
Intimacy,2001-01-20,165.023,en,"Failed musician Jay abandoned his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon, a woman comes to his house for graphic, almost wordless, sex. One day, Jay follows her and learns about her. This eventually disrupts their relationship.","[10749, 18, 14]",False,./posters/Intimacy_2001.jpg
No Escape,1994-04-29,13.678,en,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.","[28, 18, 878, 53]",False,./posters/No_Escape_1994.jpg
Like Father,2018-08-03,9.61,en,"When a workaholic young executive, is left at the altar, she ends up on her Caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. The two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life.",[18],False,./posters/Like_Father_2018.jpg
Taken 3,2014-12-16,74.983,en,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","[53, 28]",False,./posters/Taken_3_2014.jpg
Black Sea,2014-12-05,12.228,en,"A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.","[12, 18, 53]",False,./posters/Black_Sea_2014.jpg
